date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:41:57	113148/113148	---M-Z	200	added ('OK')	text/html	etag:W/%221a7f1-mCAuRJn68gn6PahNhTm0fuTpCEQ%22	https://ojo.pe/ojo-show/lucy-bacigalupo-fue-prohibida-de-imitar-a-gisela-valcarcel-web-ojo-farandula-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/ojo-show/lucy-bacigalupo-fue-prohibida-de-imitar-a-gisela-valcarcel-web-ojo-farandula-noticia/index.html	(from https://ojo.pe/)
19:41:58	111301/111301	---M-Z	200	added ('OK')	text/html	etag:W/%221a0bb-Xqxeht876cmk44cSZv2IXd7U97o%22	https://ojo.pe/mujer/yma-sumac-100-anos-sylvia-falcon-le-rinde-homenaje-a-la-princesa-inca-del-canto-web-ojo-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/mujer/yma-sumac-100-anos-sylvia-falcon-le-rinde-homenaje-a-la-princesa-inca-del-canto-web-ojo-noticia/index.html	(from https://ojo.pe/)
19:41:58	146237/146237	---MCZ	200	added ('OK')	text/html	etag:W/%2222933-dfxkrrG3Eui+pzUUsX0ScudyBvc%22	https://ojo.pe/ojo-show/jefferson-farfan-y-melissa-klug-su-hijo-jeremy-causa-furor-en-redes-web-ojo-farandula-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/ojo-show/jefferson-farfan-y-melissa-klug-su-hijo-jeremy-causa-furor-en-redes-web-ojo-farandula-noticia/index.html	(from https://ojo.pe/)
19:41:58	109774/109774	---M-Z	200	added ('OK')	text/html	etag:W/%2219ac3-kmG+dQpUyzRKKkyRNOfIx05q5Sw%22	https://ojo.pe/deportes/alianza-lima-guillermo-salas-se-pronuncio-en-la-previa-del-duelo-ante-melgar-en-arequipa-liga-1-2022-rmmd-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/deportes/alianza-lima-guillermo-salas-se-pronuncio-en-la-previa-del-duelo-ante-melgar-en-arequipa-liga-1-2022-rmmd-noticia/index.html	(from https://ojo.pe/)
19:41:59	115314/115314	---M-Z	200	added ('OK')	text/html	etag:W/%221b068-VoXgdvOc+58Ykizr7W+5V6D6uww%22	https://ojo.pe/internacional/fallece-nelly-horsman-actriz-de-el-divan-de-valentina-y-la-voz-de-patty-de-los-simpson-mexico-mx-usa-estados-unidos-celebs-rmmn-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/internacional/fallece-nelly-horsman-actriz-de-el-divan-de-valentina-y-la-voz-de-patty-de-los-simpson-mexico-mx-usa-estados-unidos-celebs-rmmn-noticia/index.html	(from https://ojo.pe/)
19:41:59	117720/117720	---M-Z	200	added ('OK')	text/html	etag:W/%221b9ce-L5PCtG/7o13j4lA5PLpRLCVffII%22	https://ojo.pe/actualidad/sedapal-cortara-servicio-de-agua-en-6-distritos-de-lima-el-miercoles-9-de-noviembre-conoce-las-zonas-y-los-horarios-surco-la-molina-san-martin-de-porres-rmmn-emcc-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/actualidad/sedapal-cortara-servicio-de-agua-en-6-distritos-de-lima-el-miercoles-9-de-noviembre-conoce-las-zonas-y-los-horarios-surco-la-molina-san-martin-de-porres-rmmn-emcc-noticia/index.html	(from https://ojo.pe/)
19:41:59	201632/201632	---M-Z	200	added ('OK')	text/html	etag:W/%2230196-/epA7bPOTnJLF0kmfjeHzEJriKw%22	https://ojo.pe/mujer/horoscopo/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/mujer/horoscopo/index.html	(from https://ojo.pe/)
19:41:59	114956/114956	---M-Z	200	added ('OK')	text/html	etag:W/%221af02-cEbec2psla89Yw+yNtEV+GdZIFQ%22	https://ojo.pe/actualidad/pasamayito-sera-inaugurado-y-abierto-al-transito-vehicular-el-viernes-11-de-noviembre-anuncia-municipalidad-de-lima-mml-emape-comas-san-juan-de-lurigancho-sjl-rmmn-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/actualidad/pasamayito-sera-inaugurado-y-abierto-al-transito-vehicular-el-viernes-11-de-noviembre-anuncia-municipalidad-de-lima-mml-emape-comas-san-juan-de-lurigancho-sjl-rmmn-noticia/index.html	(from https://ojo.pe/)
19:41:59	108095/108095	---M-Z	200	added ('OK')	text/html	etag:W/%2219435-NgVVcogOgBaJgq0uNfggCIGGOJI%22	https://ojo.pe/mujer/horoscopo/horoscopo-y-tarot-gratis-de-hoy-miercoles-9-de-noviembre-2022-web-ojo-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/mujer/horoscopo/horoscopo-y-tarot-gratis-de-hoy-miercoles-9-de-noviembre-2022-web-ojo-noticia/index.html	(from https://ojo.pe/)
19:42:00	65499/65499	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2256de00ef-ffdb%22	https://static.chartbeat.com/js/inpage.js	C:/My%20Web%20Sites/PAGINA%20JUNIOR/static.chartbeat.com/js/inpage.js	(from http://static.chartbeat.com/js/chartbeat.js)
19:42:00	105056/105056	---M-Z	200	added ('OK')	text/html	etag:W/%2218856-ktwO1SXTt2rN1aXwRGUEbSvvCK0%22	https://ojo.pe/columnistas/como-reconocer-un-buen-yogurt-web-ojo-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/columnistas/como-reconocer-un-buen-yogurt-web-ojo-noticia/index.html	(from https://ojo.pe/)
